meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
18th FINA World Championships 2019,47.76,24/07/2019,Men 100 Freestyle LCM Male,BRA,Brazil,"CHIERIGHINI, Marcelo",M,15/01/1991,,,154,157,947,Gwangju,KOR
Olympic Games Beijing 2008,47.76,10/08/2008,Men 100 Freestyle LCM Male,FRA,France,"LEVEAUX, Amaury",M,02/12/1985,,,154,158,987,Beijing,CHN
World Aquatics Championships - Fukuoka 2023,47.77,26/07/2023,Men 100 Freestyle LCM Male,CAY,Cayman Islands,"CROOKS, Jordan",M,02/05/2002,,,159,159,943,Fukuoka,JPN
Australian Swimming Trials,47.77,16/06/2023,Men 100 Freestyle LCM Male,AUS,Australia,"SOUTHAM, Flynn",M,05/06/2005,,,159,160,943,Melbourne,AUS
Olympic Games Tokyo 2020,47.77,27/07/2021,Men 100 Freestyle LCM Male,AUS,Australia,"CHALMERS, Kyle",M,25/06/1998,,,159,161,946,Tokyo,JPN
US Olympic Team Trials - Wave II,47.77,16/06/2021,Men 100 Freestyle LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,159,162,946,Omaha,USA
Russian National Championships (50m),47.77,07/04/2021,Men 100 Freestyle LCM Male,RUS,Russian Federation,"MINAKOV, Andrei",M,17/03/2002,,,159,163,946,Kazan,RUS
13th FINA World Championships 2009,47.77,26/07/2009,Men 100 Freestyle LCM Male,CAN,Canada,"HAYDEN, Brent",M,21/10/1983,,,159,164,,Rome,ITA
Russian National Swimming Cup Final,47.78,30/07/2023,Men 100 Freestyle LCM Male,CLB,Club,"GIREV, Ivan",M,29/06/2000,,,165,165,943,kazan,RUS
European Championships 2022,47.78,13/08/2022,Men 100 Freestyle LCM Male,FRA,France,"GROUSSET, Maxime",M,24/04/1999,,,165,166,946,Rome,ITA
Russian National Championships (50m),47.78,29/04/2022,Men 100 Freestyle LCM Male,RUS,Russian Federation,"GRINEV, Vladislav",M,21/07/1996,,,165,167,946,Kazan,RUS
US Olympic Team Trials - Wave II,47.78,16/06/2021,Men 100 Freestyle LCM Male,USA,United States of America,"APPLE, Zach",M,23/04/1997,,,165,168,946,Omaha,USA
FINA Swimming World Cup 2019,47.78,02/11/2019,Men 100 Freestyle LCM Male,RUS,Russian Federation,"GRINEV, Vladislav",M,21/07/1996,,,165,169,946,Kazan,RUS
13th FINA World Championships 2009,47.78,29/07/2009,Men 100 Freestyle LCM Male,BRA,Brazil,"OLIVEIRA, Nicolas",M,04/08/1987,,,165,170,,Rome,ITA
13th FINA World Championships 2009,47.78,26/07/2009,Men 100 Freestyle LCM Male,USA,United States of America,"PHELPS, Michael",M,30/06/1985,,,165,171,,Rome,ITA
19th FINA World Championships Budapest 2022,47.79,22/06/2022,Men 100 Freestyle LCM Male,CHN,People's Republic of China,"PAN, Zhanle",M,04/08/2004,,,172,172,945,Budapest,HUN
Phillips 66 International Team Trials 2022,47.79,26/04/2022,Men 100 Freestyle LCM Male,USA,United States of America,"DRESSEL, Caeleb",M,16/08/1996,,,172,173,945,Greensboro,USA
30th Summer Universiade 2019,47.79,04/07/2019,Men 100 Freestyle LCM Male,USA,United States of America,"APPLE, Zach",M,23/04/1997,,,172,174,945,Napoli,ITA
13th FINA World Championships 2009,47.79,29/07/2009,Men 100 Freestyle LCM Male,RSA,South Africa,"FERNS, Lyndon",M,24/09/1983,,,172,175,,Rome,ITA
Olympic Games Tokyo 2020,47.80,28/07/2021,Men 100 Freestyle LCM Male,AUS,Australia,"CHALMERS, Kyle",M,25/06/1998,,,176,176,945,Tokyo,JPN
Olympic Games Rio 2016,47.80,10/08/2016,Men 100 Freestyle LCM Male,BEL,Belgium,"TIMMERS, Pieter",M,21/01/1988,,,176,177,945,Rio de Janeiro,BRA
Olympic Games London 2012,47.80,01/08/2012,Men 100 Freestyle LCM Male,CAN,Canada,"HAYDEN, Brent",M,21/10/1983,,,176,178,945,London,GBR
13th FINA World Championships 2009,47.80,29/07/2009,Men 100 Freestyle LCM Male,FRA,France,"BERNARD, Alain",M,01/05/1983,,,176,179,,Rome,ITA
Olympic Games Beijing 2008,47.80,12/08/2008,Men 100 Freestyle LCM Male,AUS,Australia,"SULLIVAN, Eamon",M,30/08/1985,,,176,180,985,Beijing,CHN
Olympic Games Tokyo 2020,47.81,28/07/2021,Men 100 Freestyle LCM Male,HUN,Hungary,"NEMETH, Nandor",M,19/11/1999,,,181,181,944,Tokyo,JPN
European Championships 2021,47.81,18/05/2021,Men 100 Freestyle LCM Male,ITA,Italy,"MIRESSI, Alessandro",M,02/10/1998,,,181,182,944,Budapest,HUN
Campeonato Brasileiro Junior de Verao,47.82,09/12/2022,Men 100 Freestyle LCM Male,BRA,Brazil,"SANTOS, Guilherme",M,01/03/2003,,,183,183,943,Rio de Janeiro,BRA
Olympic Games Tokyo 2020,47.82,29/07/2021,Men 100 Freestyle LCM Male,KOR,Republic of Korea,"HWANG, Sunwoo",M,21/05/2003,,,183,184,943,Tokyo,JPN
Olympic Games Tokyo 2020,47.82,28/07/2021,Men 100 Freestyle LCM Male,FRA,France,"GROUSSET, Maxime",M,24/04/1999,,,183,185,943,Tokyo,JPN
European Championships 2021,47.82,18/05/2021,Men 100 Freestyle LCM Male,RUS,Russian Federation,"MINAKOV, Andrei",M,17/03/2002,,,183,186,943,Budapest,HUN
18th FINA World Championships 2019,47.82,25/07/2019,Men 100 Freestyle LCM Male,RUS,Russian Federation,"GRINEV, Vladislav",M,21/07/1996,,,183,187,943,Gwangju,KOR
18th FINA World Championships 2019,47.82,24/07/2019,Men 100 Freestyle LCM Male,RUS,Russian Federation,"GRINEV, Vladislav",M,21/07/1996,,,183,188,943,Gwangju,KOR
12th Pan Pacific Championships 2014,47.82,22/08/2014,Men 100 Freestyle LCM Male,AUS,Australia,"MCEVOY, Cameron",M,13/05/1994,,,183,189,943,Gold Coast,AUS
15th FINA World Championships 2013,47.82,01/08/2013,Men 100 Freestyle LCM Male,USA,United States of America,"FEIGEN, Jimmy",M,26/09/1989,,,183,190,943,Barcelona,ESP
World Aquatics Championships - Fukuoka 2023,47.83,27/07/2023,Men 100 Freestyle LCM Male,ROU,Romania,"POPOVICI, David",M,15/09/2004,,,191,191,940,Fukuoka,JPN
22nd Commonwealth Games 2022,47.83,31/07/2022,Men 100 Freestyle LCM Male,GBR,Great Britain,"DEAN, Tom",M,02/05/2000,,,191,192,943,Birmingham,GBR
Olympic Games Tokyo 2020,47.83,27/07/2021,Men 100 Freestyle LCM Male,ITA,Italy,"MIRESSI, Alessandro",M,02/10/1998,,,191,193,943,Tokyo,JPN
18th FINA World Championships 2019,47.83,21/07/2019,Men 100 Freestyle LCM Male,RUS,Russian Federation,"GRINEV, Vladislav",M,21/07/1996,,,191,194,943,Gwangju,KOR
Olympic Games Rio 2016,47.83,09/08/2016,Men 100 Freestyle LCM Male,USA,United States of America,"ADRIAN, Nathan",M,07/12/1988,,,191,195,943,Rio de Janeiro,BRA
Australian National Championships (50m),47.83,01/04/2014,Men 100 Freestyle LCM Male,AUS,Australia,"MAGNUSSEN, James",M,11/04/1991,,,191,196,943,Brisbane,AUS
13th FINA World Championships 2009,47.83,29/07/2009,Men 100 Freestyle LCM Male,CAN,Canada,"HAYDEN, Brent",M,21/10/1983,,,191,197,,Rome,ITA
Olympic Games Beijing 2008,47.83,12/08/2008,Men 100 Freestyle LCM Male,SWE,Sweden,"NYSTRAND, Stefan",M,20/10/1981,,,191,198,983,Beijing,CHN
World Aquatics Championships - Fukuoka 2023,47.84,26/07/2023,Men 100 Freestyle LCM Male,CHN,People's Republic of China,"PAN, Zhanle",M,04/08/2004,,,199,199,939,Fukuoka,JPN
World Aquatics Championships - Fukuoka 2023,47.84,23/07/2023,Men 100 Freestyle LCM Male,AUS,Australia,"CARTWRIGHT, Jack",M,22/09/1998,,,199,200,939,Fukuoka,JPN
