meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
17th FINA World Championships 2017,52.85,27/07/2017,Women 100 Freestyle LCM Female,USA,United States of America,"COMERFORD, Mallory",F,06/09/1997,,,147,152,955,Budapest,HUN
Hancock Prospecting Australian,52.85,09/04/2017,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Bronte",F,14/05/1994,,,147,153,955,Brisbane,AUS
NSW State Open Championships 2016,52.85,04/03/2016,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,147,154,956,Sydney,AUS
German National Championships (50m),52.85,25/06/2009,Women 100 Freestyle LCM Female,GER,Germany,"STEFFEN, Britta",F,16/11/1983,,,147,155,,Berlin,GER
World Aquatics Championships - Fukuoka 2023,52.86,27/07/2023,Women 100 Freestyle LCM Female,AUS,Australia,"O'CALLAGHAN, Mollie",F,02/04/2004,,,156,156,936,Fukuoka,JPN
Australian Swimming Trials,52.86,17/06/2023,Women 100 Freestyle LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,156,157,936,Melbourne,AUS
Olympic Games Tokyo 2020,52.86,29/07/2021,Women 100 Freestyle LCM Female,CAN,Canada,"OLEKSIAK, Penny",F,13/06/2000,,,156,158,936,Tokyo,JPN
Bergen Swim Festival 2017,52.86,05/05/2017,Women 100 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,156,159,955,Bergen,NOR
20th Commonwealth Games 2014,52.86,28/07/2014,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Bronte",F,14/05/1994,,,156,160,955,Glasgow,GBR
NSW Senior State Age Championships 2020,52.87,12/12/2020,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,161,161,935,Sydney,AUS
Hancock Prospecting Australian Swimming Trials 2019,52.87,13/06/2019,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,161,162,935,Brisbane,AUS
15th FINA World Championships 2013,52.87,01/08/2013,Women 100 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,161,163,955,Barcelona,ESP
13th FINA World Championships 2009,52.87,31/07/2009,Women 100 Freestyle LCM Female,GBR,Great Britain,"HALSALL, Fran",F,12/04/1990,,,161,164,,Rome,ITA
13th FINA World Championships 2009,52.87,30/07/2009,Women 100 Freestyle LCM Female,GER,Germany,"STEFFEN, Britta",F,16/11/1983,,,161,165,,Rome,ITA
Mare Nostrum - 40th Meeting International de Natation de Monte Carlo 2023,52.88,21/05/2023,Women 100 Freestyle LCM Female,HKG,"Hong Kong, China","HAUGHEY, Siobhan Bernadette",F,31/10/1997,,,166,166,935,Monaco,MON
22nd Commonwealth Games 2022,52.88,02/08/2022,Women 100 Freestyle LCM Female,AUS,Australia,"JACK, Shayna",F,06/11/1998,,,166,167,935,Birmingham,GBR
Australian National Championships (50m),52.88,27/03/2008,Women 100 Freestyle LCM Female,AUS,Australia,"LENTON, Libby",F,28/01/1985,,,166,168,1032,Sydney,AUS
World Aquatics Championships - Fukuoka 2023,52.89,23/07/2023,Women 100 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,169,169,934,Fukuoka,JPN
Olympic Swimming Trials 2020,52.89,22/06/2021,Women 100 Freestyle LCM Female,CAN,Canada,"OLEKSIAK, Penny",F,13/06/2000,,,169,170,934,Toronto,CAN
12th Pan Pacific Championships 2014,52.89,23/08/2014,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,169,171,954,Gold Coast,AUS
15th FINA World Championships 2013,52.89,02/08/2013,Women 100 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,169,172,954,Barcelona,ESP
World Aquatics Championships - Fukuoka 2023,52.90,27/07/2023,Women 100 Freestyle LCM Female,HKG,"Hong Kong, China","HAUGHEY, Siobhan Bernadette",F,31/10/1997,,,173,173,934,Fukuoka,JPN
Chinese National Championships (50m),52.90,04/05/2021,Women 100 Freestyle LCM Female,CHN,People's Republic of China,"ZHANG, Yufei",F,19/04/1998,,,173,174,934,Qingdao,CHN
Chinese National Championships (50m),52.90,27/09/2020,Women 100 Freestyle LCM Female,CHN,People's Republic of China,"ZHANG, Yufei",F,19/04/1998,,,173,175,934,Qingdao,CHN
Olympic Games Tokyo 2020,52.91,28/07/2021,Women 100 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,176,176,933,Tokyo,JPN
Phillips 66 National Championships (50m),52.92,27/06/2023,Women 100 Freestyle LCM Female,USA,United States of America,"WEITZEIL, Abbey",F,03/12/1996,,,177,177,932,Indianapolis,USA
19th FINA World Championships Budapest 2022,52.92,23/06/2022,Women 100 Freestyle LCM Female,USA,United States of America,"HUSKE, Torri",F,07/12/2002,,,177,178,932,Budapest,HUN
Hong Kong Long Course Swimming Time Trial IV,52.92,20/06/2021,Women 100 Freestyle LCM Female,HKG,"Hong Kong, China","HAUGHEY, Siobhan Bernadette",F,31/10/1997,,,177,179,932,Hong Kong,HKG
Hancock Prospecting Australian Swimming Trials 2021,52.92,16/06/2021,Women 100 Freestyle LCM Female,AUS,Australia,"HARRIS, Meg",F,07/03/2002,,,177,180,932,Adelaide,AUS
2013 EnergyAustralia Swimming,52.92,26/04/2013,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,177,181,952,Adelaide,AUS
Olympic Games Tokyo 2020,52.93,29/07/2021,Women 100 Freestyle LCM Female,NED,Netherlands,"HEEMSKERK, Femke",F,21/09/1987,,,182,182,932,Tokyo,JPN
European Championships 2018,52.93,08/08/2018,Women 100 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,182,183,932,Glasgow,GBR
13th FINA World Championships 2009,52.93,31/07/2009,Women 100 Freestyle LCM Female,AUS,Australia,"LENTON, Libby",F,28/01/1985,,,182,184,,Rome,ITA
22nd Commonwealth Games 2022,52.94,02/08/2022,Women 100 Freestyle LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,185,185,931,Birmingham,GBR
13th Pan Pacific Championships 2018,52.94,10/08/2018,Women 100 Freestyle LCM Female,USA,United States of America,"COMERFORD, Mallory",F,06/09/1997,,,185,186,931,Tokyo,JPN
17th FINA World Championships 2017,52.94,28/07/2017,Women 100 Freestyle LCM Female,CAN,Canada,"OLEKSIAK, Penny",F,13/06/2000,,,185,187,950,Budapest,HUN
Olympic Games Tokyo 2020,52.95,28/07/2021,Women 100 Freestyle LCM Female,CAN,Canada,"OLEKSIAK, Penny",F,13/06/2000,,,188,188,931,Tokyo,JPN
Olympic Games Tokyo 2020,52.95,24/07/2021,Women 100 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,188,189,931,Tokyo,JPN
SNSW State Open Championships 2021,52.95,18/03/2021,Women 100 Freestyle LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,188,190,931,Sydney,AUS
19th FINA World Championships Budapest 2022,52.96,18/06/2022,Women 100 Freestyle LCM Female,USA,United States of America,"HUSKE, Torri",F,07/12/2002,,,191,191,930,Budapest,HUN
Olympic Games Tokyo 2020,52.96,28/07/2021,Women 100 Freestyle LCM Female,DEN,Denmark,"BLUME, Pernille",F,14/05/1994,,,191,192,930,Tokyo,JPN
Sydney Open Meet 2019,52.96,10/05/2019,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,191,193,930,Sydney,AUS
Hancock Prospecting National Championships Australia (50m),52.96,01/03/2018,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Bronte",F,14/05/1994,,,191,194,930,Gold Coast,AUS
Swim England Winter Champs 2017,52.96,16/12/2017,Women 100 Freestyle LCM Female,CAN,Canada,"RUCK, Taylor",F,28/05/2000,,,191,195,949,Sheffield,GBR
FINA/airweave Swimming World Cup 2015,52.96,30/09/2015,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,191,196,950,Beijing,CHN
FINA Champions Swim Series 2019,52.97,31/05/2019,Women 100 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,197,197,930,Indianapolis,USA
European Championships 2018,52.97,07/08/2018,Women 100 Freestyle LCM Female,DEN,Denmark,"BLUME, Pernille",F,14/05/1994,,,197,198,930,Glasgow,GBR
Swimming Australia Grand Prix 2016,52.97,02/07/2016,Women 100 Freestyle LCM Female,AUS,Australia,"CAMPBELL, Cate",F,20/05/1992,,,197,199,949,Brisbane,AUS
Swedish National Championships (50m),52.97,05/07/2015,Women 100 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,197,200,949,Sundsvall,SWE
